Sample ID	Project ID	Continent of Geolocation	Country of Geolocation	Country-level Human Development Index	Industrialization	Host Sex	Host Age Category	Host Age Decade	Host Age	Age Detail Level	Total Observed Features	Am Prevalence	Ecm Prevalence	Lichenized Prevalence	Plantpathogens Prevalence	Macrofungi Prevalence	Nonresident Prevalence	Am Abundance	Ecm Abundance	Lichenized Abundance	Plantpathogens Abundance	Macrofungi Abundance	Nonresident Abundance	Am Observed Features	Ecm Observed Features	Lichenized Observed Features	Plantpathogens Observed Features	Macrofungi Observed Features	Nonresident Observed Features
CRR731914	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	22	False	True	False	False	True	True	0.0	17.0	0.0	0.0	17.0	17.0	0	1	0	0	1	1
CRR731915	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	35	False	False	False	True	False	False	0.0	0.0	0.0	7.0	0.0	0.0	0	0	0	1	0	0
CRR731916	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	21	False	False	False	False	True	True	0.0	0.0	0.0	0.0	1471.0	1471.0	0	0	0	0	2	2
CRR731917	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	22	False	False	False	False	True	True	0.0	0.0	0.0	0.0	6.0	6.0	0	0	0	0	1	1
CRR731918	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	31	False	False	False	True	True	True	0.0	0.0	0.0	48.0	7.0	7.0	0	0	0	4	1	1
CRR731919	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	24	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CRR731920	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	24	False	False	False	True	True	True	0.0	0.0	0.0	729.0	92.0	92.0	0	0	0	3	1	1
CRR731921	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	26	False	False	False	True	True	True	0.0	0.0	0.0	93.0	13.0	13.0	0	0	0	2	1	1
CRR731922	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	29	False	False	False	True	False	False	0.0	0.0	0.0	95.0	0.0	0.0	0	0	0	2	0	0
CRR731923	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	57	False	False	False	True	True	True	0.0	0.0	0.0	3.0	12.0	12.0	0	0	0	1	1	1
CRR731924	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	33	False	False	False	True	True	True	0.0	0.0	0.0	1239.0	6.0	6.0	0	0	0	6	1	1
CRR731925	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	36	False	False	False	True	False	False	0.0	0.0	0.0	868.0	0.0	0.0	0	0	0	4	0	0
CRR731926	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	15	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CRR731927	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	19	False	False	False	True	False	False	0.0	0.0	0.0	17.0	0.0	0.0	0	0	0	3	0	0
CRR731928	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	30	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CRR731929	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	42	False	True	False	True	True	True	0.0	11.0	0.0	20.0	11.0	11.0	0	3	0	1	3	3
CRR731930	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	27	False	False	False	True	False	False	0.0	0.0	0.0	969.0	0.0	0.0	0	0	0	3	0	0
CRR731931	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	60	False	False	False	True	True	True	0.0	0.0	0.0	110.0	13.0	13.0	0	0	0	3	1	1
CRR731932	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	22	False	True	False	True	True	True	0.0	31.0	0.0	78.0	31.0	31.0	0	1	0	2	1	1
CRR731933	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	33	False	False	False	True	True	True	0.0	0.0	0.0	19.0	114.0	114.0	0	0	0	2	8	8
CRR731934	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	18	False	False	False	False	True	True	0.0	0.0	0.0	0.0	322.0	322.0	0	0	0	0	2	2
CRR731935	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CRR731936	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	16	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CRR731937	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	21	False	True	False	False	True	True	0.0	36.0	0.0	0.0	36.0	36.0	0	1	0	0	1	1
CRR731938	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	29	False	False	False	True	True	True	0.0	0.0	0.0	1.0	6.0	7.0	0	0	0	1	1	2
CRR731939	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	30	False	False	False	True	True	True	0.0	0.0	0.0	31.0	2.0	2.0	0	0	0	1	1	1
CRR731940	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	26	False	True	False	True	True	True	0.0	122.0	0.0	520.0	122.0	122.0	0	1	0	3	1	1
CRR731941	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	12	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CRR731942	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	21	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CRR731943	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CRR731944	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	14	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CRR731945	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	43	False	False	False	True	True	True	0.0	0.0	0.0	31.0	17.0	17.0	0	0	0	2	3	3
CRR731946	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	23	False	False	False	True	False	False	0.0	0.0	0.0	11.0	0.0	0.0	0	0	0	1	0	0
CRR731947	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	21	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CRR731948	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	41	False	False	False	True	True	True	0.0	0.0	0.0	515.0	5.0	5.0	0	0	0	4	1	1
CRR731949	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	32	False	False	False	True	False	False	0.0	0.0	0.0	305.0	0.0	0.0	0	0	0	3	0	0
CRR731950	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	21	False	False	False	True	False	False	0.0	0.0	0.0	443.0	0.0	0.0	0	0	0	3	0	0
CRR731951	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	36	False	False	False	True	True	True	0.0	0.0	0.0	12.0	12.0	12.0	0	0	0	2	2	2
CRR731952	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	27	False	False	False	True	True	True	0.0	0.0	0.0	83.0	69.0	74.0	0	0	0	3	2	3
CRR731953	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	26	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CRR731954	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	19	False	False	False	False	True	True	0.0	0.0	0.0	0.0	7.0	7.0	0	0	0	0	1	1
CRR731955	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	27	False	False	False	True	True	True	0.0	0.0	0.0	109.0	26.0	26.0	0	0	0	1	1	1
CRR731956	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	39	False	False	False	True	False	False	0.0	0.0	0.0	178.0	0.0	0.0	0	0	0	4	0	0
CRR731957	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	24	False	False	False	True	True	True	0.0	0.0	0.0	16.0	21.0	21.0	0	0	0	2	1	1
CRR731958	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	14	False	False	False	True	False	True	0.0	0.0	0.0	268.0	0.0	3.0	0	0	0	3	0	1
CRR731959	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	23	False	True	False	True	True	True	0.0	469.0	0.0	191.0	469.0	617.0	0	4	0	3	4	5
CRR731960	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	16	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CRR731961	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	24	False	False	False	False	True	True	0.0	0.0	0.0	0.0	1904.0	1904.0	0	0	0	0	2	2
CRR731962	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	15	False	False	False	True	True	True	0.0	0.0	0.0	9.0	15.0	15.0	0	0	0	1	1	1
CRR731963	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
CRR731964	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	68	False	False	False	True	True	True	0.0	0.0	0.0	46.0	60.0	60.0	0	0	0	2	2	2
CRR731965	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	22	False	False	False	False	True	True	0.0	0.0	0.0	0.0	22.0	22.0	0	0	0	0	1	1
CRR731966	PRJCA010668	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L2	36	False	False	False	True	True	True	0.0	0.0	0.0	12.0	6.0	6.0	0	0	0	1	1	1
DRR352708	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352709	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352711	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352712	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352713	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	False	True	True	0.0	0.0	0.0	0.0	139.0	139.0	0	0	0	0	1	1
DRR352715	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	False	True	True	0.0	0.0	0.0	0.0	2.0	2.0	0	0	0	0	1	1
DRR352716	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352717	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	False	True	True	0.0	0.0	0.0	0.0	2.0	2.0	0	0	0	0	1	1
DRR352718	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352719	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352720	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352721	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352722	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352724	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	10	False	False	False	True	True	True	0.0	0.0	0.0	615.0	931.0	931.0	0	0	0	1	3	3
DRR352725	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352726	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352727	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352728	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	False	True	True	0.0	0.0	0.0	0.0	1.0	1.0	0	0	0	0	1	1
DRR352729	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352730	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352731	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352732	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	False	True	True	0.0	0.0	0.0	0.0	1.0	1.0	0	0	0	0	1	1
DRR352733	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352734	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	15	False	False	False	True	True	True	0.0	0.0	0.0	15.0	97.0	97.0	0	0	0	1	1	1
DRR352735	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	False	True	True	0.0	0.0	0.0	0.0	206.0	206.0	0	0	0	0	1	1
DRR352736	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352737	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352738	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	True	False	False	0.0	0.0	0.0	2.0	0.0	0.0	0	0	0	1	0	0
DRR352739	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	True	True	True	0.0	0.0	0.0	30.0	105.0	135.0	0	0	0	1	1	2
DRR352740	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352741	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	14	False	False	False	False	True	True	0.0	0.0	0.0	0.0	2.0	2.0	0	0	0	0	1	1
DRR352742	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	True	True	0.0	0.0	0.0	0.0	80.0	80.0	0	0	0	0	1	1
DRR352743	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352744	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	False	True	True	0.0	0.0	0.0	0.0	2388.0	2388.0	0	0	0	0	1	1
DRR352745	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	2	False	False	False	False	True	True	0.0	0.0	0.0	0.0	1.0	1.0	0	0	0	0	1	1
DRR352746	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352747	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	10	False	False	False	False	True	True	0.0	0.0	0.0	0.0	821.0	821.0	0	0	0	0	1	1
DRR352748	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	True	True	0.0	0.0	0.0	0.0	56.0	56.0	0	0	0	0	1	1
DRR352749	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352750	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	True	True	0.0	0.0	0.0	0.0	2854.0	2854.0	0	0	0	0	1	1
DRR352751	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	False	True	True	0.0	0.0	0.0	0.0	42.0	42.0	0	0	0	0	1	1
DRR352752	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352753	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	False	True	True	0.0	0.0	0.0	0.0	9.0	9.0	0	0	0	0	1	1
DRR352754	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352755	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352756	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	10	False	False	False	False	True	True	0.0	0.0	0.0	0.0	70.0	70.0	0	0	0	0	2	2
DRR352757	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	10	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
DRR352758	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	7	False	False	False	False	True	True	0.0	0.0	0.0	0.0	1.0	1.0	0	0	0	0	1	1
DRR352759	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	8	False	False	False	True	True	True	0.0	0.0	0.0	49.0	133.0	133.0	0	0	0	1	1	1
DRR352760	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352761	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	11	False	False	False	False	True	True	0.0	0.0	0.0	0.0	324.0	324.0	0	0	0	0	1	1
DRR352762	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	False	True	True	0.0	0.0	0.0	0.0	2206.0	2206.0	0	0	0	0	2	2
DRR352764	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	False	True	True	0.0	0.0	0.0	0.0	103.0	103.0	0	0	0	0	1	1
DRR352766	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	10	False	False	False	False	True	True	0.0	0.0	0.0	0.0	695.0	695.0	0	0	0	0	2	2
DRR352773	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	11	False	False	False	False	True	True	0.0	0.0	0.0	0.0	399.0	399.0	0	0	0	0	1	1
DRR352774	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352775	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	False	True	True	0.0	0.0	0.0	0.0	854.0	854.0	0	0	0	0	1	1
DRR352776	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	True	False	True	0.0	0.0	0.0	185.0	0.0	185.0	0	0	0	1	0	1
DRR352777	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	8	False	False	False	True	True	True	0.0	0.0	0.0	5.0	23.0	23.0	0	0	0	1	3	3
DRR352778	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352779	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352780	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352781	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352782	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	16	False	False	False	True	True	True	0.0	0.0	0.0	90.0	119.0	119.0	0	0	0	1	3	3
DRR352783	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352784	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	12	False	False	False	True	True	True	0.0	0.0	0.0	20.0	23.0	23.0	0	0	0	2	2	2
DRR352785	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	16	False	False	False	True	True	True	0.0	0.0	0.0	7.0	27.0	27.0	0	0	0	1	2	2
DRR352786	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	True	False	False	0.0	0.0	0.0	399.0	0.0	0.0	0	0	0	1	0	0
DRR352787	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	False	True	True	0.0	0.0	0.0	0.0	227.0	227.0	0	0	0	0	1	1
DRR352788	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	22	False	False	False	False	True	True	0.0	0.0	0.0	0.0	26.0	26.0	0	0	0	0	7	7
DRR352789	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	14	False	False	False	True	True	True	0.0	0.0	0.0	129.0	478.0	478.0	0	0	0	2	4	4
DRR352790	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	10	False	False	False	True	True	True	0.0	0.0	0.0	11.0	5.0	5.0	0	0	0	2	2	2
DRR352791	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	17	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR352792	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	False	True	True	0.0	0.0	0.0	0.0	266.0	266.0	0	0	0	0	1	1
DRR352793	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	8	False	False	False	False	True	True	0.0	0.0	0.0	0.0	653.0	653.0	0	0	0	0	3	3
DRR352794	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	21	False	False	False	True	True	True	0.0	0.0	0.0	18.0	62.0	62.0	0	0	0	2	8	8
DRR352795	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	False	True	True	0.0	0.0	0.0	0.0	1.0	1.0	0	0	0	0	1	1
DRR352796	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	16	False	False	False	False	True	True	0.0	0.0	0.0	0.0	224.0	224.0	0	0	0	0	4	4
DRR352797	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	9	False	False	False	True	True	True	0.0	0.0	0.0	2.0	3.0	3.0	0	0	0	1	2	2
DRR352798	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	20	False	False	False	True	True	True	0.0	0.0	0.0	1.0	15.0	15.0	0	0	0	1	6	6
DRR352799	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	26	False	False	False	True	True	True	0.0	0.0	0.0	11.0	2128.0	2139.0	0	0	0	1	16	17
DRR352800	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	18	False	False	False	False	True	True	0.0	0.0	0.0	0.0	37.0	37.0	0	0	0	0	8	8
DRR352801	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	18	False	False	False	False	True	True	0.0	0.0	0.0	0.0	157.0	157.0	0	0	0	0	8	8
